Material Code,Material Description,Plant,UOM,Line Number,Component Item Number,Material Description2,Material type,Component Quantity,Unit of Measure
50113096,N-OPEN RG WHITE 64C(L) 3P-ET,        BAIN,PC,1,50113094,N-OPEN RG WHITE 64C(L) 3P-NS,SFG,1,PC
50113108,CR-28-WHT1-C25 7-6S/030(PLAIN),        BAIN,PC,1,50102096,28MM INNER CAPS NATURAL (MAS),SFG,1,PC
50113108,CR-28-WHT1-C25 7-6S/030(PLAIN),        BAIN,PC,2,50109444,28MM OUTER CAPS 43100 WHT(MAS),SFG,1,PC
50113108,CR-28-WHT1-C25 7-6S/030(PLAIN),        BAIN,PC,3,50113107,"0.030 C25 FSLE 7-6S 4.375""",Liner,0.0083,YD
50113108,CR-28-WHT1-C25 7-6S/030(PLAIN),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0003,PC
50113108,CR-28-WHT1-C25 7-6S/030(PLAIN),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.000333,PC
50113109,CR-33-WHT1-C25 7-6S/030(PLAIN),        BAIN,PC,1,50099333,33MM INNER CAPS NATURAL(MAS),SFG,1,PC
50113109,CR-33-WHT1-C25 7-6S/030(PLAIN),        BAIN,PC,2,50109445,33MM OUTER CAPS 43100 WHT(MAS),SFG,1,PC
50113109,CR-33-WHT1-C25 7-6S/030(PLAIN),        BAIN,PC,3,50113106,"0.030 C25 FSLE 7-6S 5.06""",Liner,0.01,YD
50113109,CR-33-WHT1-C25 7-6S/030(PLAIN),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50113109,CR-33-WHT1-C25 7-6S/030(PLAIN),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0004,PC
50113110,CR-38-WHT1-C25 7-6S/030(PLAIN),        BAIN,PC,1,50099334,38MM INNER CAPS NATURAL(MAS),SFG,1,PC
50113110,CR-38-WHT1-C25 7-6S/030(PLAIN),        BAIN,PC,2,50109446,38MM OUTER CAPS 43100 WHT(MAS),SFG,1,PC
50113110,CR-38-WHT1-C25 7-6S/030(PLAIN),        BAIN,PC,3,50112856,"0.030 C25 FSLE 7-6S 5.75""",Liner,0.0111,YD
50113110,CR-38-WHT1-C25 7-6S/030(PLAIN),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50113110,CR-38-WHT1-C25 7-6S/030(PLAIN),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0005,PC
50113111,CR-28-WHT1-HS035 SFYP/035(RED),        BAIN,PC,1,50102096,28MM INNER CAPS NATURAL (MAS),SFG,1,PC
50113111,CR-28-WHT1-HS035 SFYP/035(RED),        BAIN,PC,2,50109444,28MM OUTER CAPS 43100 WHT(MAS),SFG,1,PC
50113111,CR-28-WHT1-HS035 SFYP/035(RED),        BAIN,PC,3,50113105,"HS035/0.035 SFYP RED 4.375""",Liner,0.0083,YD
50113111,CR-28-WHT1-HS035 SFYP/035(RED),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0003,PC
50113111,CR-28-WHT1-HS035 SFYP/035(RED),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.000333,PC
50113112,CR-33-WHT1-HS035 SFYP/035(RED),        BAIN,PC,1,50099333,33MM INNER CAPS NATURAL(MAS),SFG,1,PC
50113112,CR-33-WHT1-HS035 SFYP/035(RED),        BAIN,PC,2,50109445,33MM OUTER CAPS 43100 WHT(MAS),SFG,1,PC
50113112,CR-33-WHT1-HS035 SFYP/035(RED),        BAIN,PC,3,50081758,"HS035/0.035 SFYP RED 5.06""",Liner,0.01,YD
50113112,CR-33-WHT1-HS035 SFYP/035(RED),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50113112,CR-33-WHT1-HS035 SFYP/035(RED),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0004,PC
50113113,CR-38-WHT1-HS035 SFYP/035(RED),        BAIN,PC,1,50099334,38MM INNER CAPS NATURAL(MAS),SFG,1,PC
50113113,CR-38-WHT1-HS035 SFYP/035(RED),        BAIN,PC,2,50109446,38MM OUTER CAPS 43100 WHT(MAS),SFG,1,PC
50113113,CR-38-WHT1-HS035 SFYP/035(RED),        BAIN,PC,3,50081554,"HS035/0.035""WLP SFYP RED 5.75""",Liner,0.0111,YD
50113113,CR-38-WHT1-HS035 SFYP/035(RED),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50113113,CR-38-WHT1-HS035 SFYP/035(RED),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0005,PC
50113251,DPI_CB(V-W)-SANDPI,        BAIN,PC,1,50104883,DPI-CB_MOUTH PIECE WHITE,Carton box,1,PC
50113251,DPI_CB(V-W)-SANDPI,        BAIN,PC,2,50104909,DPI-CB_BODY WHITE,Carton box,1,PC
50113251,DPI_CB(V-W)-SANDPI,        BAIN,PC,3,50113252,DPI-CB_CAP WHT PRT SANDPI,Carton box,1,PC
50113251,DPI_CB(V-W)-SANDPI,        BAIN,PC,4,50105059,DPI-CB_BOTTOM WHITE,Carton box,1,PC
50113251,DPI_CB(V-W)-SANDPI,        BAIN,PC,5,50105504,DPI-CB_BUTTON VIO(2583C)-MABS,Carton box,2,PC
50113251,DPI_CB(V-W)-SANDPI,        BAIN,PC,6,50105244,BOP:DPI-CB_PIN,Carton box,2,PC
50113251,DPI_CB(V-W)-SANDPI,        BAIN,PC,7,50105245,BOP:DPI-CB_SPRING,Carton box,2,PC
50113251,DPI_CB(V-W)-SANDPI,        BAIN,PC,8,50105246,BOP:UV GLUE VITRALIT 7311 FO,BOP,0.000013,KG
50113251,DPI_CB(V-W)-SANDPI,        BAIN,PC,9,50104782,DPI-CB_TRAY - 380x 570x 35MM,Carton box,0.020408,PC
50113251,DPI_CB(V-W)-SANDPI,        BAIN,PC,10,50102911,"38""X36"" GUSS. NATURAL 50mu",Polybag,0.001701,PC
50113251,DPI_CB(V-W)-SANDPI,        BAIN,PC,11,50081573,CB:584X394X338 MM HF PP,Carton box,0.001701,PC
50113251,DPI_CB(V-W)-SANDPI,        BAIN,PC,12,50106459,DPI-CB_TRAY LID,Carton box,0.001701,PC
50113252,DPI-CB_CAP WHT PRT SANDPI,        BAIN,PC,1,50105026,DPI-CB_CAP,Carton box,1,PC
50113252,DPI-CB_CAP WHT PRT SANDPI,        BAIN,PC,3,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50113255,B-15ML EX.RG WHITE (L) 16C-NS,        BAIN,PC,1,50082184,LDPE: PURELL PE 1810 E,Raw material,4.41,GM
50113255,B-15ML EX.RG WHITE (L) 16C-NS,        BAIN,PC,2,50082194,MB: REMAFIN WHITE P7,Master batch,0.09,GM
50113255,B-15ML EX.RG WHITE (L) 16C-NS,        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.0027,PC
50113255,B-15ML EX.RG WHITE (L) 16C-NS,        BAIN,PC,4,50108241,CB:585X337X425MM HF 13BS 5P PP,Carton box,0.000667,PC
50113256,B-15ML EX.RG WHITE (L) 16C-GS,        BAIN,PC,1,50113255,B-15ML EX.RG WHITE (L) 16C-NS,SFG,1,PC
50113257,B-15ML EX.RG WHITE (L) 16C-ET,        BAIN,PC,1,50113255,B-15ML EX.RG WHITE (L) 16C-NS,SFG,1,PC
50113264,CR-28-WHT1-SS 1230P (PLAIN),        BAIN,PC,1,50102096,28MM INNER CAPS NATURAL (MAS),SFG,1,PC
50113264,CR-28-WHT1-SS 1230P (PLAIN),        BAIN,PC,2,50109444,28MM OUTER CAPS 43100 WHT(MAS),SFG,1,PC
50113264,CR-28-WHT1-SS 1230P (PLAIN),        BAIN,PC,3,50113262,"SAFE-SEAL 1230P 4.375""",Liner,0.0083,YD
50113264,CR-28-WHT1-SS 1230P (PLAIN),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0003,PC
50113264,CR-28-WHT1-SS 1230P (PLAIN),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.000333,PC
50113265,CR-28-WHT1-SS 30P (PLAIN),        BAIN,PC,1,50102096,28MM INNER CAPS NATURAL (MAS),SFG,1,PC
50113265,CR-28-WHT1-SS 30P (PLAIN),        BAIN,PC,2,50109444,28MM OUTER CAPS 43100 WHT(MAS),SFG,1,PC
50113265,CR-28-WHT1-SS 30P (PLAIN),        BAIN,PC,3,50113263,"SAFE-SEAL 30P 4.375""",Liner,0.0083,YD
50113265,CR-28-WHT1-SS 30P (PLAIN),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0003,PC
50113265,CR-28-WHT1-SS 30P (PLAIN),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.000333,PC
50113267,CR-28-WHT1-C25FSLE 3-19(PLAIN),        BAIN,PC,1,50102096,28MM INNER CAPS NATURAL (MAS),SFG,1,PC
50113267,CR-28-WHT1-C25FSLE 3-19(PLAIN),        BAIN,PC,2,50109444,28MM OUTER CAPS 43100 WHT(MAS),SFG,1,PC
50113267,CR-28-WHT1-C25FSLE 3-19(PLAIN),        BAIN,PC,3,50113266,"0.035 C25FSLE 3-19 4.375""",Liner,0.0083,YD
50113267,CR-28-WHT1-C25FSLE 3-19(PLAIN),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0003,PC
50113267,CR-28-WHT1-C25FSLE 3-19(PLAIN),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.000333,PC
50113275,C-TS RSP L.GRN R2 2.0 24C(PLT),        BAIN,PC,1,50113274,HDPE: PURELL GC7260 (PLT),Raw material,2.231,GM
50113275,C-TS RSP L.GRN R2 2.0 24C(PLT),        BAIN,PC,2,50099654,MB:MEVO.L.GRN PL6M415283(373C),Master batch,0.069,GM
50113275,C-TS RSP L.GRN R2 2.0 24C(PLT),        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50113275,C-TS RSP L.GRN R2 2.0 24C(PLT),        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50113276,C-TS RSP WT R2 2.0 24C (PLT),        BAIN,PC,1,50113274,HDPE: PURELL GC7260 (PLT),Raw material,2.208,GM
50113276,C-TS RSP WT R2 2.0 24C (PLT),        BAIN,PC,2,50081420,MB: MELCOMAITRE WHT08636 1840H,Master batch,0.092,GM
50113276,C-TS RSP WT R2 2.0 24C (PLT),        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50113276,C-TS RSP WT R2 2.0 24C (PLT),        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50113277,C-TS RSP NAT R2 2.0 24C (PLT),        BAIN,PC,1,50113274,HDPE: PURELL GC7260 (PLT),Raw material,2.208,GM
50113277,C-TS RSP NAT R2 2.0 24C (PLT),        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50113277,C-TS RSP NAT R2 2.0 24C (PLT),        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50113278,N-OPEN RSP L.GRN373 (PLT),        BAIN,PC,1,50113273,LDPE: PURELL PE 1840 H(PLT),Raw material,0.4559,GM
50113278,N-OPEN RSP L.GRN373 (PLT),        BAIN,PC,2,50081711,"12""X 16""  NATURAL 81.25mu",Polybag,0.001,PC
50113278,N-OPEN RSP L.GRN373 (PLT),        BAIN,PC,3,50081575,CB:392X285X285 MM HF PP,Carton box,0.000083,PC
50113278,N-OPEN RSP L.GRN373 (PLT),        BAIN,PC,4,50111947,MB:MEVOPUR-GREEN PL6M415373-ZN,Master batch,0.0141,GM
50113279,N-OPEN RSP NATURAL (PLT),        BAIN,PC,1,50113273,LDPE: PURELL PE 1840 H(PLT),Raw material,0.481,GM
50113279,N-OPEN RSP NATURAL (PLT),        BAIN,PC,2,50081711,"12""X 16""  NATURAL 81.25mu",Polybag,0.001,PC
50113279,N-OPEN RSP NATURAL (PLT),        BAIN,PC,3,50081575,CB:392X285X285 MM HF PP,Carton box,0.000083,PC
50113280,N-OPEN RSP WHITE (PLT),        BAIN,PC,1,50113273,LDPE: PURELL PE 1840 H(PLT),Raw material,0.4618,GM
50113280,N-OPEN RSP WHITE (PLT),        BAIN,PC,2,50081420,MB: MELCOMAITRE WHT08636 1840H,Master batch,0.0192,GM
50113280,N-OPEN RSP WHITE (PLT),        BAIN,PC,3,50081711,"12""X 16""  NATURAL 81.25mu",Polybag,0.001,PC
50113280,N-OPEN RSP WHITE (PLT),        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.000083,PC
50113290,"B-5ML ""I"" OGREEN-12C-HW(L)-NS",        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,2.8288,GM
50113290,"B-5ML ""I"" OGREEN-12C-HW(L)-NS",        BAIN,PC,2,50082152,MB:REMAFIN GREEN 91151,Master batch,0.0577,GM
50113290,"B-5ML ""I"" OGREEN-12C-HW(L)-NS",        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.006,PC
50113290,"B-5ML ""I"" OGREEN-12C-HW(L)-NS",        BAIN,PC,4,50081573,CB:584X394X338 MM HF PP,Carton box,0.000333,PC
50113291,"B-5ML ""I"" OGREEN-12C-HW(L)-GS",        BAIN,PC,1,50113290,"B-5ML ""I"" OGREEN-12C-HW(L)-NS",SFG,1,PC
50113292,"B-5ML ""I"" OGREEN-12C-HW(L)-ET",        BAIN,PC,1,50113290,"B-5ML ""I"" OGREEN-12C-HW(L)-NS",SFG,1,PC
50113302,C-TS RSP R2 2.0WHT6541A-24C-NS,        BAIN,PC,1,50083317,HDPE: PURELL ACP 6541A,Raw material,2.208,GM
50113302,C-TS RSP R2 2.0WHT6541A-24C-NS,        BAIN,PC,2,50081420,MB: MELCOMAITRE WHT08636 1840H,Master batch,0.092,GM
50113302,C-TS RSP R2 2.0WHT6541A-24C-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50113302,C-TS RSP R2 2.0WHT6541A-24C-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50113303,C-TS RSP R2 2.0WHT6541A-24C-GS,        BAIN,PC,1,50113302,C-TS RSP R2 2.0WHT6541A-24C-NS,SFG,1,PC
50113304,C-TS RSP R2 2.0WHT6541A-24C-ET,        BAIN,PC,1,50113302,C-TS RSP R2 2.0WHT6541A-24C-NS,SFG,1,PC
50113305,C-TS RSPR2 2.0PINK6541A-24C-NS,        BAIN,PC,1,50083317,HDPE: PURELL ACP 6541A,Raw material,2.208,GM
50113305,C-TS RSPR2 2.0PINK6541A-24C-NS,        BAIN,PC,2,50081998,MB:PINK 310239 PEHD GC7260,Master batch,0.092,GM
50113305,C-TS RSPR2 2.0PINK6541A-24C-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50113305,C-TS RSPR2 2.0PINK6541A-24C-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50113306,C-TS RSPR2 2.0PINK6541A-24C-GS,        BAIN,PC,1,50113305,C-TS RSPR2 2.0PINK6541A-24C-NS,SFG,1,PC
50113307,C-TS RSPR2 2.0PINK6541A-24C-ET,        BAIN,PC,1,50113305,C-TS RSPR2 2.0PINK6541A-24C-NS,SFG,1,PC
50113308,C-TS RSPR2 2.0TURQ6541A-24C-NS,        BAIN,PC,1,50083317,HDPE: PURELL ACP 6541A,Raw material,2.162,GM
50113308,C-TS RSPR2 2.0TURQ6541A-24C-NS,        BAIN,PC,2,50082172,MB: TURQUOISE 7105101 PE,Master batch,0.138,GM
50113308,C-TS RSPR2 2.0TURQ6541A-24C-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50113308,C-TS RSPR2 2.0TURQ6541A-24C-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50113309,C-TS RSPR2 2.0TURQ6541A-24C-GS,        BAIN,PC,1,50113308,C-TS RSPR2 2.0TURQ6541A-24C-NS,SFG,1,PC
50113310,C-TS RSPR2 2.0TURQ6541A-24C-ET,        BAIN,PC,1,50113308,C-TS RSPR2 2.0TURQ6541A-24C-NS,SFG,1,PC
50113311,C-TSRSPR2 2.0TANBR6541A-24C-NS,        BAIN,PC,1,50083317,HDPE: PURELL ACP 6541A,Raw material,2.162,GM
50113311,C-TSRSPR2 2.0TANBR6541A-24C-NS,        BAIN,PC,2,50082150,MB TAN BROWN - 810560 PE,Master batch,0.138,GM
50113311,C-TSRSPR2 2.0TANBR6541A-24C-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50113311,C-TSRSPR2 2.0TANBR6541A-24C-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50113312,C-TS RSPR2 2.0TANB6541A-24C-GS,        BAIN,PC,1,50113311,C-TSRSPR2 2.0TANBR6541A-24C-NS,SFG,1,PC
50113313,C-TS RSPR2 2.0TANB6541A-24C-ET,        BAIN,PC,1,50113311,C-TSRSPR2 2.0TANBR6541A-24C-NS,SFG,1,PC
50113314,CR-38-WHT1- FSM1 SFYP/035(BLK),        BAIN,PC,1,50099334,38MM INNER CAPS NATURAL(MAS),SFG,1,PC
50113314,CR-38-WHT1- FSM1 SFYP/035(BLK),        BAIN,PC,2,50109942,38MM OUTER CAPS 43100 WHT,SFG,1,PC
50113314,CR-38-WHT1- FSM1 SFYP/035(BLK),        BAIN,PC,3,50081833,"0.035 FSM1 SFYP BLK 5.75""",Liner,0.0111,YD
50113314,CR-38-WHT1- FSM1 SFYP/035(BLK),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50113314,CR-38-WHT1- FSM1 SFYP/035(BLK),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0005,PC
50113367,N-35mcl RSP WHT SUSPENSION-NS,        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,0.46,GM
50113367,N-35mcl RSP WHT SUSPENSION-NS,        BAIN,PC,2,50081711,"12""X 16""  NATURAL 81.25mu",Polybag,0.02,PC
50113367,N-35mcl RSP WHT SUSPENSION-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.000083,PC
50113367,N-35mcl RSP WHT SUSPENSION-NS,        BAIN,PC,5,50081420,MB: MELCOMAITRE WHT08636 1840H,Master batch,0.0208,GM
50113369,N-35mcl RSP WHT SUSPENSION-GS,        BAIN,PC,1,50113367,N-35mcl RSP WHT SUSPENSION-NS,SFG,1,PC
50113370,N-35mcl RSP WHT SUSPENSION-ET,        BAIN,PC,1,50113367,N-35mcl RSP WHT SUSPENSION-NS,SFG,1,PC
50113371,C-TAMPSAFE RSP GRN415143(H)-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.162,GM
50113371,C-TAMPSAFE RSP GRN415143(H)-NS,        BAIN,PC,2,50081745,MB: MEVO.GREEN PE6M415143-ZN,Master batch,0.138,GM
50113371,C-TAMPSAFE RSP GRN415143(H)-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50113371,C-TAMPSAFE RSP GRN415143(H)-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50113372,C-TAMPSAFE RSP GRN415143(H)-GS,        BAIN,PC,1,50113371,C-TAMPSAFE RSP GRN415143(H)-NS,SFG,1,PC
50113373,C-TAMPSAFE RSP GRN415143(H)-ET,        BAIN,PC,1,50113371,C-TAMPSAFE RSP GRN415143(H)-NS,SFG,1,PC
50113374,C-TAMPSAFE RSP GRN348C (H)-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.162,GM
50113374,C-TAMPSAFE RSP GRN348C (H)-NS,        BAIN,PC,2,50098072,MB: MELCO.(348C) GREEN 7116041,Master batch,0.138,GM
50113374,C-TAMPSAFE RSP GRN348C (H)-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50113374,C-TAMPSAFE RSP GRN348C (H)-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50113375,C-TAMPSAFE RSP GRN348C (H)-GS,        BAIN,PC,1,50113374,C-TAMPSAFE RSP GRN348C (H)-NS,SFG,1,PC
50113376,C-TAMPSAFE RSP GRN348C (H)-ET,        BAIN,PC,1,50113374,C-TAMPSAFE RSP GRN348C (H)-NS,SFG,1,PC
50113377,C-TAMPSAFE RSP GRN373 (H)-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.162,GM
50113377,C-TAMPSAFE RSP GRN373 (H)-NS,        BAIN,PC,2,50099654,MB:MEVO.L.GRN PL6M415283(373C),Master batch,0.138,GM
50113377,C-TAMPSAFE RSP GRN373 (H)-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50113377,C-TAMPSAFE RSP GRN373 (H)-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50113378,C-TAMPSAFE RSP GRN373 (H)-GS,        BAIN,PC,1,50113377,C-TAMPSAFE RSP GRN373 (H)-NS,SFG,1,PC
50113379,C-TAMPSAFE RSP GRN373 (H)-ET,        BAIN,PC,1,50113377,C-TAMPSAFE RSP GRN373 (H)-NS,SFG,1,PC
50113412,24MM SQ LOC PLGSEAL NAT (PICT),        BAIN,PC,1,50097522,PPHP: REPOL H110MAS,Raw material,3.35,GM
50113412,24MM SQ LOC PLGSEAL NAT (PICT),        BAIN,PC,3,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.00625,PC
50113412,24MM SQ LOC PLGSEAL NAT (PICT),        BAIN,PC,4,50081573,CB:584X394X338 MM HF PP,Carton box,0.000313,PC
50113438,PNEUMOHALER TOP CAP,        BAIN,PC,1,50110661,PP: PURELL RP378T,Raw material,2.231,GM
50113438,PNEUMOHALER TOP CAP,        BAIN,PC,2,50082221,MB : PPC - 43100 WHITE,Master batch,0.069,GM
50113439,PNEUMOHALER SPRING HOLDER,        BAIN,PC,1,50082220,POM: DELRIN FG500P NC010,Raw material,1.5,GM
50113440,PNEUMOHALER LOCK NUT,        BAIN,PC,1,50082220,POM: DELRIN FG500P NC010,Raw material,3.4,GM
50113441,PNEUMOHALER BLOCK SPRING,        BAIN,PC,1,50082220,POM: DELRIN FG500P NC010,Raw material,0.71,GM
50113442,CR-28-WHT1-HS035/(RED)-MAS,        BAIN,PC,1,50102096,28MM INNER CAPS NATURAL (MAS),SFG,1,PC
50113442,CR-28-WHT1-HS035/(RED)-MAS,        BAIN,PC,2,50109444,28MM OUTER CAPS 43100 WHT(MAS),SFG,1,PC
50113442,CR-28-WHT1-HS035/(RED)-MAS,        BAIN,PC,3,50113298,"HS035™//PHAN 4.375""",Liner,0.0083,YD
50113442,CR-28-WHT1-HS035/(RED)-MAS,        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0003,PC
50113442,CR-28-WHT1-HS035/(RED)-MAS,        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.000333,PC
50113461,CR-28-WHT1-HS123/.020(WHT),        BAIN,PC,1,50102096,28MM INNER CAPS NATURAL (MAS),SFG,1,PC
50113461,CR-28-WHT1-HS123/.020(WHT),        BAIN,PC,2,50109444,28MM OUTER CAPS 43100 WHT(MAS),SFG,1,PC
50113461,CR-28-WHT1-HS123/.020(WHT),        BAIN,PC,3,50100286,HS 123/0.020 SFYP WHITE 4.375”,Liner,0.0083,YD
50113461,CR-28-WHT1-HS123/.020(WHT),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0003,PC
50113461,CR-28-WHT1-HS123/.020(WHT),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.000333,PC
50113467,38MM OUTER CAP BLUE(2945C)-MAS,        BAIN,PC,1,50097522,PPHP: REPOL H110MAS,Raw material,3.977,GM
50113467,38MM OUTER CAP BLUE(2945C)-MAS,        BAIN,PC,2,50081392,MB:MEVO.BLUE PP5M415561(2945C),Master batch,0.123,GM
50113467,38MM OUTER CAP BLUE(2945C)-MAS,        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50113468,33MM OUTER CAP BLUE(2945C)-MAS,        BAIN,PC,1,50097522,PPHP: REPOL H110MAS,Raw material,3.492,GM
50113468,33MM OUTER CAP BLUE(2945C)-MAS,        BAIN,PC,2,50081392,MB:MEVO.BLUE PP5M415561(2945C),Master batch,0.108,GM
50113468,33MM OUTER CAP BLUE(2945C)-MAS,        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50113469,CR-38 BLUE2945C HS130/020(BLK),        BAIN,PC,1,50099334,38MM INNER CAPS NATURAL(MAS),SFG,1,PC
50113469,CR-38 BLUE2945C HS130/020(BLK),        BAIN,PC,2,50113467,38MM OUTER CAP BLUE(2945C)-MAS,SFG,1,PC
50113469,CR-38 BLUE2945C HS130/020(BLK),        BAIN,PC,3,50081397,"HS130 0.020"" WLP BLK 5.75""",Liner,0.0111,YD
50113469,CR-38 BLUE2945C HS130/020(BLK),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50113469,CR-38 BLUE2945C HS130/020(BLK),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0005,PC
50113470,CR-33 BLUE2945C HS130/020(BLK),        BAIN,PC,1,50099333,33MM INNER CAPS NATURAL(MAS),SFG,1,PC
50113470,CR-33 BLUE2945C HS130/020(BLK),        BAIN,PC,2,50113468,33MM OUTER CAP BLUE(2945C)-MAS,SFG,1,PC
50113470,CR-33 BLUE2945C HS130/020(BLK),        BAIN,PC,3,50081398,"HS130 0.020"" WLP BLK 5.06""",Liner,0.01,YD
50113470,CR-33 BLUE2945C HS130/020(BLK),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50113470,CR-33 BLUE2945C HS130/020(BLK),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0004,PC
50113481,C-TS RSP R2 2.0 YEL 24C EZI-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.208,GM
50113481,C-TS RSP R2 2.0 YEL 24C EZI-NS,        BAIN,PC,2,50103914,40L EZIFLOW CHARGE BAG NATURAL,Polybag,0.000357,PC
50113481,C-TS RSP R2 2.0 YEL 24C EZI-NS,        BAIN,PC,3,50103509,"36""X22"" GUSS. NAT 81.25mu",Polybag,0.000714,PC
50113481,C-TS RSP R2 2.0 YEL 24C EZI-NS,        BAIN,PC,4,50103510,CB:590X460X360MM HF 5P 13BS,Carton box,0.000179,PC
50113481,C-TS RSP R2 2.0 YEL 24C EZI-NS,        BAIN,PC,5,50092004,MB: YELLOW 110543 PE(YELLOW C),Master batch,0.092,GM
50113482,C-TS RSP R2 2.0 YEL 24C EZI-GS,        BAIN,PC,1,50113481,C-TS RSP R2 2.0 YEL 24C EZI-NS,SFG,1,PC
